acteurs,annee,description,duree,genre,langueOrigine,paysOrigine,public,realisateur,scorePresse,scoreSpectateur,title,titreOriginal
"Jean Dujardin,Adèle Haenel,Albert Delpy",19 juin 2019,"Georges, la quarantaine, quitte du jour au lendemain sa femme et son travail pour s'offrir le blouson de ses rêves, une veste en daim à franges. Le vendeur lui cède avec un caméscope numérique. Très fier du nouveau style que lui confère son achat, Georges prend une chambre d'hôtel dans une station des Pyrénées. Dans un bar, il fait la connaissance de Denise, une serveuse cinéphile qui rêve de devenir monteuse. Il lui fait croire qu'il est un réalisateur en repérage pour un prochain tournage. L'homme développe par ailleurs une véritable obsession pour son blouson. Quentin Dupieux continue la construction de son oeuvre singulière dans un film où l'absurde le dispute au non-sens, avec une pointe de sauvagerie.",80,Comédie,-, France,,Quentin Dupieux,"3,8","3,1",Le Daim,
"Chieko Baishô,Takuya Kimura,Akihiro Miwa",12 janvier 2005,"La jeune Sophie, 18 ans, travaille inlassablement dans la chapellerie autrefois tenue par son père, malheureusement décédé. Résignée à son sort, c’est lors de l’une de ses rares sorties en ville qu’elle fait la connaissance du beau Hauru, un magicien. Mais la sorcière des Landes, jalouse de cette rencontre, jette un sort à Sophie, la transformant en vieille dame. Accablée par sa nouvelle apparence, Sophie s’enfuit dans les montagnes et tombe sur la demeure de Hauru : son Château Ambulant. Et si tout ceci n’était que le commencement d’une merveilleuse histoire ?",119,"Aventure,Animation,Fantastique",-, Japon,Tout public,Hayao Miyazaki,"4,3","4,3",Le Château ambulant,Hauru no ugoku shiro
"Blake Lively,Angelo Lozano Corzo,Jose Manuel Trujillo Salas",17 août 2016,"Nancy surfe en solitaire sur une plage isolée lorsqu’elle est attaquée par un grand requin blanc. Elle se réfugie sur un rocher, hors de portée du squale. Elle a moins de 200 mètres à parcourir à la nage pour être sauvée, mais regagner la terre ferme sera le plus mortel des combats…",87,"Epouvante-horreur,Thriller",-, U.S.A.,"Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Jaume Collet-Serra,"2,9","2,9",Instinct de survie - The Shallows,The Shallows
"Angourie Rice,Reneé Rapp,Avantika Vandanapu",10 janvier 2024,"Tina Fey donne un nouveau twist à la comédie culte des années 2000, ""Lolita Malgré Moi"". ",113,"Comédie,Musical",-, U.S.A.,,Samantha Jayne,"3,1","2,3","Mean Girls, lolita malgré moi",Mean Girls
"Casey Affleck,Michelle Monaghan,Morgan Freeman",26 décembre 2007,"Dans une banlieue ouvrière de Boston, la petite Amanda a disparu. Après l'échec des recherches menées par la police, la tante et l'oncle de l'enfant décident de faire appel à des détectives privés du coin, Patrick Kenzie et Angie Gennaro.",115,"Policier,Drame,Thriller",-, U.S.A.,Interdit - 12 ans,Ben Affleck,"3,3","3,9",Gone Baby Gone,
"Mélinée Leclerc,Clotilde Hesme,Laetitia Dosch",18 octobre 2023,"Non, ce n’est pas Linda qui a pris la bague de sa mère Paulette ! Cette punition est parfaitement injuste !… Et maintenant Paulette ferait tout pour se faire pardonner, même un poulet aux poivrons, elle qui ne sait pas cuisiner. Mais comment trouver un poulet un jour de grève générale ?… De poulailler en camion de pastèques, de flicaille zélée en routier allergique, de mémé en inondation, Paulette et sa fille partiront en quête du poulet, entraînant toute la « bande à Linda » et finalement tout le quartier. Mais Linda ne sait pas que ce poulet, jadis si bien cuisiné par son père, est la clef de son souvenir perdu… Au fait, quelqu’un sait tuer un poulet ?…",76,"Animation,Comédie,Famille",Français," France, Italie",Tout public,Chiara Malta,"4,1","3,9",Linda veut du poulet !,
"Hafsia Herzi,Alexis Manenti,Nina Meurisse",11 octobre 2023,"Comment la vie de Lydia, sage-femme très investie dans son travail, a-t-elle déraillé ? Est-ce sa rupture amoureuse, la grossesse de sa meilleure amie Salomé, ou la rencontre de Milos, un possible nouvel amour ? Lydia s’enferme dans une spirale de mensonges et leur vie à tous bascule....",97,Drame,-, France,,Iris Kaltenbäck,"3,9","4,0",Le Ravissement,
"Gad Elmaleh,Steve Carell,Audrey Lamy",5 juillet 2017,"Alors que Gru, totalement déprimé par sa mise à pied, tente de trouver une nouvelle voie, un mystérieux individu se présente pour l’informer du décès de son père. Dans la foulée, il lui annonce l’existence d’un frère jumeau prénommé Dru qui a exprimé le désir d’une rencontre. Ébranlé par la nouvelle, Gru interroge sa mère qui avoue son secret: après avoir donné naissance à des jumeaux, elle a divorcé en faisant la promesse à son ex-mari de disparaître totalement de sa vie en échange d’un des enfants. Tout en précisant, en substance, qu’elle n’a pas eu son mot à dire et que Gru n’est somme toute qu’un second choix. Si Gru, tout d’abord enthousiasmé à l’idée d’avoir un frère, se rend avec Lucy et les filles dans son île natale, Freedonia, pour rencontrer son jumeau, il déchante vite quand il découvre que Dru est nettement supérieur à lui, et ce en tout point. Là où Gru est un misanthrope aussi dépourvu d’emploi que de cheveux, Dru arbore une masse capillaire impressionnante, un charisme naturel et une fortune colossale héritée de son père et de son élevage de cochons. Gru est rapidement miné par un sentiment d’infériorité, quand Dru lui révèle sa faille: leur père n’a jamais vu en lui l’étoffe d’un méchant, et de ce fait ne l’a pas formé dans cette direction qui est pourtant la marque de fabrique de la famille. Avec son aide, ils pourraient à eux deux perpétuer la tradition familiale. ",90,"Aventure,Comédie",-, U.S.A.,Tout public,Eric Guillon,"2,8","3,3","Moi, Moche et Méchant 3",Despicable Me 3
"Samuel Le Bihan,Mark Dacascos,Jérémie Renier",31 janvier 2001,"En 1766, une bête mystérieuse sévit dans les montagnes du Gévaudan et fait de nombreuses victimes, sans que quiconque puisse l'identifier ou la tuer. Les gens ont peur. C'est un monstre surgi de l'enfer ou une punition de Dieu. L'affaire prend rapidement une dimension nationale et porte atteinte à l'autorité du Roi. Le chevalier Grégoire De Fronsac, naturaliste de surcroît, est alors envoyé dans la région du Gévaudan pour dresser le portrait de la bête. Bel esprit, frivole et rationnel, il est accompagné de l'étrange et taciturne Mani, un indien de la tribu des Mohawks. Ces derniers s'installent chez le Marquis Thomas d'Apcher. Au cours d'une soirée donnée en son honneur, Fronsac fait la connaissance de Marianne De Morangias ainsi que de son frère Jean-François, héritiers de la plus influente famille du pays. Fronsac se heurte bientôt à l'animosité des personnages influents de la région.",150,"Aventure,Historique,Epouvante-horreur",-, France,Interdit - 12 ans,Christophe Gans,"3,5","3,2",Le Pacte des loups,
"Mark Wahlberg,Michelle Monaghan,Ciarán Hinds",15 décembre 2023,"Dan Morgan, mari dévoué, père de trois enfants et vendeur de voitures accompli, aime sa petite vie tranquille de banlieue. Mais ce n’est qu’une partie de son histoire. Des années plus tôt, il travaillait pour le gouvernement, chargé d’éliminer les personnes les plus dangereuses au monde. Lorsque des ennemis de son passé le retrouvent, Dan embarque sa femme qui ne se doute de rien, sa fille, une adolescente qui se sent incomprise, son fils, un adolescent addict aux jeux vidéos et son adorable bébé de 10 mois dans leur minivan pour un road trip improvisé à travers le pays, direction Las Vegas. Déterminé à protéger sa famille – tout en leur offrant les vacances de leur vie – Dan doit reprendre du service, sans révéler sa véritable identité.",118,"Action,Comédie",-, U.S.A.,,Simon Cellan Jones,"3,3","3,2",The Family Plan,
"Daniel Auteuil,Guillaume Canet,Doria Tillier",6 novembre 2019,"Victor, un sexagénaire désabusé, voit sa vie bouleversée le jour où Antoine, un brillant entrepreneur, lui propose une attraction d’un genre nouveau : mélangeant artifices théâtraux et reconstitution historique, cette entreprise propose à ses clients de replonger dans l’époque de leur choix. Victor choisit alors de revivre la semaine la plus marquante de sa vie : celle où, 40 ans plus tôt, il rencontra le grand amour...",116,"Comédie,Drame,Romance",-, France,,Nicolas Bedos,"3,5","3,9",La Belle époque,
"Eric Elmosnino,Mathilde Seigner,Fred Testot",14 septembre 2011,"1960, un village dans le sud de la France. Une bande de garçons, âgés de 7 à 14 ans, menée par l’intrépide Lebrac, est en guerre contre les enfants du village voisin, leurs ennemis jurés. Une guerre sans merci, qui dure depuis des générations. On se bat pour l’honneur et la fidélité et, pour gagner, tous les moyens sont bons. Même, s’il le faut, combattre nu comme un ver, ou pire, accepter l’aide de Lanterne - une fille ! - la nouvelle recrue de la bande, pleine de panache et d’ingéniosité. Mais il n’est pas facile d’être une armée de petits hommes sans se faire attraper par Papa et Maman ! Quand, après la bataille, on rentre à la maison, les vêtements en lambeaux et des boutons en moins, mieux vaut se faire discret…",109,"Aventure,Famille",-, France,,Yann Samuell,"2,6","3,1",La Guerre des Boutons,
"Chloé Jouannet,Pascale Arbillot,Louise Coldefy",14 décembre 2022,"Depuis son plus jeune âge, Alex ne rêve que d'une chose : réaliser des films. Mais à Rouen, son quotidien est bien loin du glamour hollywoodien. Surprotégée par sa mère Mathilde, elle espère intégrer une prestigieuse école de cinéma à New York. Malheureusement, tout ne se passe pas comme prévu et ses rêves sont brutalement brisés. Refusant d’accepter son sort, Alex décide de partir pour la grosse pomme avec l’aide de son excentrique tante Juliette pour un projet fou : donner son scénario à Julia Roberts. Vite rejointes par Mathilde, cette aventure new-yorkaise va marquer pour les trois femmes le début d’une nouvelle étape de leur vie et les rapprocher plus que jamais.",108,Comédie,-, France,,Noémie Lefort,"3,1","3,1",Mon héroïne,
"Marie-Eugénie Maréchal,Ginnifer Goodwin,Alexis Victor",17 février 2016,"Zootopie est une ville qui ne ressemble à aucune autre : seuls les animaux y habitent ! On y trouve des quartiers résidentiels élégants comme le très chic Sahara Square, et d’autres moins hospitaliers comme le glacial Tundratown. Dans cette incroyable métropole, chaque espèce animale cohabite avec les autres. Qu’on soit un immense éléphant ou une minuscule souris, tout le monde a sa place à Zootopia !",108,"Animation,Comédie,Famille",-, U.S.A.,,Byron Howard,"4,0","4,3",Zootopie,Zootopia
"Anta Diaw,Alexis Manenti,Aristote Luyindula",6 décembre 2023,"Haby, jeune femme très impliquée dans la vie de sa commune, découvre le nouveau plan de réaménagement du quartier dans lequel elle a grandi. Mené en catimini par Pierre Forges, un jeune pédiatre propulsé maire, il prévoit la démolition de l'immeuble où Haby a grandi. Avec les siens, elle se lance dans un bras de fer contre la municipalité et ses grandes ambitions pour empêcher la destruction du bâtiment 5.",100,Drame,-, France,,Ladj Ly,"3,1","2,7",Bâtiment 5,
"Philippe Lacheau,Élodie Fontan,Tarek Boudali",8 février 2023,"Après avoir fermé son agence Alibi.com et promis à Flo qu'il ne lui mentirait plus jamais, la nouvelle vie de Greg est devenue tranquille, trop tranquille... Plus pour longtemps! Lorsqu’il décide de demander Flo en mariage, Greg est au pied du mur et doit se résoudre à présenter sa famille. Mais entre son père escroc et sa mère ex-actrice de films de charme, ça risque fort de ruiner sa future union. Il n'a donc pas d'autre choix que de réouvrir son agence avec ses anciens complices pour un ultime Alibi et de se trouver des faux parents plus présentables...",88,Comédie,-, France,,Philippe Lacheau,"3,0","3,7",Alibi.com 2,
"Camélia Jordana,Sofiane Zermani,Sofian Khammes",15 novembre 2023,"Suite à la mort de son petit frère lors d’une interpellation de police, Malika se lance dans un combat judiciaire afin qu’un procès ait lieu. Mais sa quête de vérité met en péril l’équilibre de sa famille.",94,Drame,-, France,,Mehdi Fikri,"3,0","1,8",Avant que les flammes ne s’éteignent,
"Chris Hemsworth,Charlize Theron,Jessica Chastain",20 avril 2016,"Il y a fort longtemps, bien avant qu’elle ne tombe sous l’épée de Blanche Neige, la reine Ravenna avait dû assister, sans mot dire, à la trahison amoureuse qui avait contraint sa sœur Freya à quitter leur royaume, le cœur brisé. Celle que l’on appelait la jeune reine des glaces, à cause de son habilité à geler n’importe quel adversaire, s’employa alors à lever une armée de guerriers impitoyables, au fond d’un palais glacé. ",114,"Action,Aventure,Fantastique",-, U.S.A.,"Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Cedric Nicolas-Troyan,"3,1","3,2",Le Chasseur et la reine des glaces,The Huntsman: Winter's War
"Christian Bale,Steve Carell,Ryan Gosling",23 décembre 2015,"Wall Street. 2005. Profitant de l’aveuglement généralisé des grosses banques, des medias et du gouvernement, quatre outsiders anticipent l’explosion de la bulle financière et mettent au point… le casse du siècle ! Michael Burry, Mark Baum, Jared Vennett et Ben Rickert : des personnages visionnaires et hors du commun qui vont parier contre les banques … et tenter de rafler la mise !",131,"Biopic,Comédie,Drame",-, U.S.A.,,Adam McKay,"3,5","3,7",The Big Short : le Casse du siècle,The Big Short
"Paul Eyam Nzie Okpokam,Elaine Featherstone,Jack Nance",24 avril 2024,"En 1968, Martin Luther King est assassiné et la guerre du Biafra entraîne une terrible famine. Gabriel a fui le Nigéria et vit à San Francisco, au contact de la communauté afro-américaine comme des milieux bohèmes blancs. Dans ces États-Unis très agités des sixties, sa vie d'exil est jalonnée de rencontres, d'escapades et d'errances, mais il reste habité de souvenirs et de la nostalgie du village de son enfance. Bientôt, son visa arrive à expiration...",75,Drame,Anglais, U.S.A.,Tout public,David Schickele,"4,1","3,7",Bushman,
"Samuel L. Jackson,Kerry Washington,Patrick Wilson",1 octobre 2008,"Pour Chris et Lisa, emménager dans leur maison de Lakeview Terrace est un rêve devenu réalité. Pourtant, rapidement, les deux jeunes gens deviennent la cible de leur voisin, qui désapprouve leur relation interraciale. Cet homme strict et austère, père célibataire et policier, s'est autoproclamé responsable de la sécurité du quartier. Si ses patrouilles nocturnes et sa surveillance constante procurent un sentiment de sécurité à certains, il se montre de plus en plus oppressant envers le jeune couple, allant jusqu'à les harceler chez eux. ",111,"Policier,Drame,Thriller",-, U.S.A.,,Neil LaBute,"2,8","2,6",Harcelés,Lakeview Terrace
"Sophie Nélisse,Corinne Foxx,Brianne Tju",3 janvier 2020,Un groupe de filles décide d'aller nager près de ruines sous-marines au large des côtes brésiliennes. Elle vont vite se rendre compte qu'elles ne sont pas seules sous les mers...,88,"Epouvante-horreur,Thriller",-, Grande-Bretagne,,Johannes Roberts,"1,9",,47 Meters Down: Uncaged,
"Mark Wahlberg,Dylan O'Brien,Kate Hudson",12 octobre 2016,D’après l’incroyable histoire vraie de la plus grande catastrophe pétrolière de l’histoire.,108,"Action,Drame",-, U.S.A.,"Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Peter Berg,"3,3","3,8",Deepwater,Deepwater Horizon
"Virginie Efira,Albert Dupontel,Nicolas Marié",21 octobre 2020,"Lorsque Suze Trappet apprend à 43 ans qu’elle est sérieusement malade, elle décide de partir à la recherche de l'enfant qu’elle a été forcée d'abandonner quand elle avait 15 ans.",87,Comédie,-, France,,Albert Dupontel,"3,7","3,9",Adieu Les Cons,
"Liam Neeson,Ewan McGregor,Natalie Portman",13 octobre 1999,"Avant de devenir un célèbre chevalier Jedi, et bien avant de se révéler l’âme la plus noire de la galaxie, Anakin Skywalker est un jeune esclave sur la planète Tatooine. La Force est déjà puissante en lui et il est un remarquable pilote de Podracer. Le maître Jedi Qui-Gon Jinn le découvre et entrevoit alors son immense potentiel. ",133,"Aventure,Fantastique,Science Fiction",-, U.S.A.,Tout public,George Lucas,"3,1","3,8",Star Wars : Episode I - La Menace fantôme,Star Wars: Episode I - The Phantom Menace
"Matilda Lutz,Alex Roe,Vincent D'Onofrio",1 février 2017,Une jeune femme s’inquiète pour son petit ami lorsqu’ il commence à s’intéresser aux mystères entourant une vidéo censée tuer celui qui la regarde 7 jours après l’avoir visionnée. Elle se sacrifie pour sauver son petit ami et fait alors une terrifiante découverte : il y a « un film dans le film » que personne n’avait encore vu…,102,Epouvante-horreur,-, U.S.A.,Interdit - 12 ans,F. Javier Gutiérrez,"1,7","1,6",Le Cercle - Rings,Rings
"Hugh Jackman,Christian Bale,Michael Caine",15 novembre 2006,"Londres, au début du siècle dernier...",128,"Drame,Thriller",Anglais," U.S.A., Grande-Bretagne",,Christopher Nolan,"3,2","4,3",Le Prestige,The Prestige
"Jean-Paul Rouve,Isabelle Nanty,Claire Nadeau",1 juillet 2011,"A Bouzolles, tout le monde connaît la famille Tuche. Jeff, Cathy et leurs trois enfants vivent du système D. Respectueuse de la philosophie Tuche, « l’homme n’est pas fait pour travailler », toute la famille s’emploie à être heureuse malgré le cruel manque de revenus.",95,Comédie,-, France,,Olivier Baroux,"2,3","2,4",Les Tuche,
" Booder,Florent Peyre,Gérémy Crédeville",26 février 2024,"Samir est un éternel adolescent de 40 ans qui vit encore chez sa mère dans le quartier où il a grandi. Il y entraine l’équipe de foot des enfants. C’est sa seule activité mais ça lui va ; il lui en faut peu pour être heureux, au grand dam de Malika, sa mère. Sa vie va changer le jour où Malika est hospitalisée et lui demande de la remplacer au pied levé dans son job de… nounou ! Samir se retrouve alors en banlieue chic chez les Berthier, famille bobo chez qui Malika travaille depuis plus 10 ans. Il va découvrir les parents de Luna et Lucien, deux hommes, ce que sa mère ne lui avait jamais dit. Pour la famille Berthier c’est aussi le choc des cultures, leur quotidien bien huilé va être chamboulé par les « méthodes » très improvisées et assez personnelles de Samir. Grâce à cette rencontre improbable, nos héros n’auront pas d’autre choix que de faire évoluer leurs points de vue afin de tous grandir un peu plus.",90,Comédie,Français, France,,Thomas Sorriaux,"2,9","3,3",Le Nounou,
"Brie Larson,Jacob Tremblay,Joan Allen",9 mars 2016,"Jack, 5 ans, vit seul avec sa mère, Ma. Elle lui apprend à jouer, à rire et à comprendre le monde qui l’entoure. Un monde qui commence et s’arrête aux murs de leur chambre, où ils sont retenus prisonniers, le seul endroit que Jack ait jamais connu. L’amour de Ma pour Jack la pousse à tout risquer pour offrir à son fils une chance de s’échapper et de découvrir l’extérieur, une aventure à laquelle il n’était pas préparé.",118,"Drame,Thriller",Long métrage," Canada, Irlande, U.S.A., Grande-Bretagne","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Lenny Abrahamson,"3,6","4,3",Room,
"Catherine Deneuve,Denis Podalydès,Michel Vuillermoz",4 octobre 2023,"Quand elle arrive à l’Elysée, Bernadette Chirac s’attend à obtenir enfin la place qu’elle mérite, elle qui a toujours œuvré dans l’ombre de son mari pour qu’il devienne président. Mise de côté car jugée trop ringarde, Bernadette décide alors de prendre sa revanche en devenant une figure médiatique incontournable.",92,Comédie,-, France,,Léa Domenach,"3,4","3,5",Bernadette,
"Mischa Barton,Chris Browning,Bianca Santos",27 avril 2023,"Quand un milliardaire reclus invite six inconnus dans sa propriété insulaire, Miranda Green, aspirante détective, trouve l'invitation très (trop) intrigante. Bientôt un invité est retrouvé mort, Miranda doit faire la lumière sur le complot malveillant qui se cache derrière cette rencontre pour faire ses preuves et sauver sa vie...",92,"Policier,Thriller",-, U.S.A.,,Stephen Shimek,"2,2",,Invitation à un meurtre,Invitation To A Murder
"Edward Norton,Edward Furlong,Elliott Gould",3 mars 1999,"A travers l'histoire d'une famille américaine, ce film tente d'expliquer l'origine du racisme et de l'extrémisme aux États-Unis. Il raconte l'histoire de Derek qui, voulant venger la mort de son père, abattu par un dealer noir, a épousé les thèses racistes d'un groupuscule de militants d'extrême droite et s'est mis au service de son leader, brutal théoricien prônant la suprématie de la race blanche. Ces théories le mèneront à commettre un double meurtre entrainant son jeune frère, Danny, dans la spirale de la haine.",119,"Policier,Drame",-, U.S.A.,Interdit - 12 ans,Tony Kaye,"2,8","4,4",American History X,
" Artus,Elsa Zylberstein,Benjamin Tranié",9 août 2023,"Sébastien, contrôleur de train consciencieux et professionnel, rêve d’être muté dans le sud de la France.",89,Comédie,-, France,,Olivier Van Hoofstadt,"2,0","1,6",Veuillez nous excuser pour la gêne occasionnée,
"Garance Marillier,Ella Rumpf,Rabah Naït Oufella",15 mars 2017,"Dans la famille de Justine tout le monde est vétérinaire et végétarien. À 16 ans, elle est une adolescente surdouée sur le point d’intégrer l’école véto où sa sœur ainée est également élève. Mais, à peine installés, le bizutage commence pour les premières années. On force Justine à manger de la viande crue. C’est la première fois de sa vie. Les conséquences ne se font pas attendre. Justine découvre sa vraie nature.",98,"Drame,Epouvante-horreur",-," France, Belgique, Italie",Interdit - 16 ans,Julia Ducournau,"4,1","3,6",Grave,
"Sigourney Weaver,Tom Skerritt,Veronica Cartwright",12 septembre 1979,"Le vaisseau commercial Nostromo et son équipage, sept hommes et femmes, rentrent sur Terre avec une importante cargaison de minerai. Mais lors d'un arrêt forcé sur une planète déserte, l'officier Kane se fait agresser par une forme de vie inconnue, une arachnide qui étouffe son visage.",116,"Epouvante-horreur,Science Fiction",Anglais," Grande-Bretagne, U.S.A.",Interdit - 12 ans,Ridley Scott,"4,4","4,4","Alien, le huitième passager",Alien
"Battsooj Uurtsaikh,Nominjiguur Tsend,Tuguldur Batsaikhan",10 janvier 2024,"Ulzii, un adolescent d’un quartier défavorisé d’Oulan-Bator, est déterminé à gagner un concours de sciences pour obtenir une bourse d’étude. Sa mère, illettrée, trouve un emploi à la campagne les abandonnant lui, son frère et sa sœur, en dépit de la dureté de l’hiver. Déchiré entre la nécessité de s’occuper de sa fratrie et sa volonté d’étudier pour le concours, Ulzii n’a pas le choix : il doit accepter de se mettre en danger pour subvenir aux besoins de sa famille.",98,Drame,Long métrage," Mongolie, France, Suisse, Qatar",,Zoljargal Purevdash,"3,6","3,9",Si seulement je pouvais hiberner,Baavgai Bolohson
"Dylan Robert,Kenza Fortas,Idir Azougli",5 septembre 2018,"Zachary, 17 ans, sort de prison. Rejeté par sa mère, il traîne dans les quartiers populaires de Marseille. C'est là qu'il rencontre Shéhérazade... Sa vie prend alors un tournant inattendu. Présenté à la Semaine de la critique lors du 71ème Festival de Cannes (2018). César 2019 du Meilleur jeune espoir masculin, César du Meilleur jeune espoir féminin et César de la Meilleure première oeuvre. Récompensé en 2019 du prix Jean Vigo et le grand prix du festival d'Angoulême.",109,"Drame,Romance",-, France,"Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Jean-Bernard Marlin,"4,1","4,0",Shéhérazade,
"Cate Blanchett,Nina Hoss,Noémie Merlant",25 janvier 2023,"Lydia Tár, cheffe avant-gardiste d’un grand orchestre symphonique allemand, est au sommet de son art et de sa carrière. Le lancement de son livre approche et elle prépare un concerto très attendu de la célèbre Symphonie n° 5 de Gustav Mahler. Mais, en l’espace de quelques semaines, sa vie va se désagréger d’une façon singulièrement actuelle. En émerge un examen virulent des mécanismes du pouvoir, de leur impact et de leur persistance dans notre société.",158,Drame,-, U.S.A.,,Todd Field,"4,2","3,6",Tár,
"Ryan Gosling,Chris Evans,Ana de Armas",22 juillet 2022,""" Gray Man "" est le nom de code de l’agent de la CIA Court Gentry, alias Sierra Six. Recruté dans une prison fédérale par son officier traitant, Donald Fitzroy, Gentry était autrefois un redoutable tueur à gages à la solde de la CIA. Mais la situation a radicalement changé : Gentry est désormais la cible de Lloyd Hansen, ancien comparse de la CIA, totalement déterminé à le traquer à travers le monde pour l’éliminer. L’agent Dani Miranda le couvre – et il en aura besoin.",128,"Action,Thriller",-, U.S.A.,,Joe Russo,"2,3","3,0",The Gray Man,
"Dakota Fanning,Teri Hatcher,Jennifer Saunders",10 juin 2009,"Coraline Jones est une fillette intrépide et douée d'une curiosité sans limites. Ses parents, qui ont tout juste emménagé avec elle dans une étrange maison, n'ont guère de temps à lui consacrer. Pour tromper son ennui, Coraline décide donc de jouer les exploratrices. Ouvrant une porte condamnée, elle pénètre dans un appartement identique au sien... mais où tout est différent. Dans cet Autre Monde, chaque chose lui paraît plus belle, plus colorée et plus attrayante. Son Autre Mère est pleinement disponible, son Autre Père prend la peine de lui mitonner des plats exquis, et même le Chat, si hautain dans la Vraie vie, daigne s'entretenir avec elle. Coraline est bien tentée d'élire domicile dans ce Monde merveilleux, qui répond à toutes ses attentes. Mais le rêve va très vite tourner au cauchemar. Prisonnière de l'Autre Mère, Coraline va devoir déployer des trésors de bravoure, d'imagination et de ténacité pour rentrer chez elle et sauver sa Vraie famille... ",100,"Animation,Famille,Fantastique",-, U.S.A.,,Henry Selick,"4,5","3,9",Coraline,
"Park Jung-soo,Krystal Jung,Jung-se Oh",8 novembre 2023,"Séoul, 1970 : le réalisateur Kim souhaite refaire la fin de son film ""Cobweb"". Mais les autorités de censure, les plaintes des acteurs et des producteurs ne cessent d’interférer, et un grand désordre s’installe sur le tournage. Kim doit donc surmonter ce chaos, pour achever ce qu’il pense être son chef-d'œuvre ultime…",133,"Comédie,Drame,Historique",-, Corée du Sud,,Kim Jee-Woon,"3,3","3,0",Ça tourne à Séoul ! Cobweb,Geomijip
"Jamie Bell,Julie Walters,Gary Lewis",20 décembre 2000,"Dans un petit village minier du Nord-Est de l'Angleterre, Billy, onze ans, découvre avec stupeur qu'un cours de danse partage désormais les mêmes locaux que son club de boxe. D'abord effaré, il devient peu à peu fasciné par la magie de la gestuelle du ballet, activité pourtant trop peu virile au regard de son père et de son frère Tony, mineurs en grève.",110,Comédie dramatique,-, Grande-Bretagne,,Stephen Daldry,"3,7","4,0",Billy Elliot,
"Andrew Garfield,Adam Driver,Liam Neeson",8 février 2017,"XVIIème siècle, deux prêtres jésuites se rendent au Japon pour retrouver leur mentor, le père Ferreira, disparu alors qu’il tentait de répandre les enseignements du catholicisme. Au terme d’un dangereux voyage, ils découvrent un pays où le christianisme est décrété illégal et ses fidèles persécutés. Ils devront mener dans la clandestinité cette quête périlleuse qui confrontera leur foi aux pires épreuves.",162,"Drame,Historique",Long métrage," U.S.A., Italie, Japon, Mexique","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Martin Scorsese,"3,8","3,6",Silence,
"Clint Eastwood,Sondra Locke,Geoffrey Lewis",3 avril 2010,"Pour arrondir ses fins de mois, Philo Beddoe, un camionneur, participe à des combats de boxe à mains nues où il demeure invaincu. Un jour, il tombe amoureux d'une chanteuse, Lynn, mais la jeune femme disparaît le lendemain. Accompagné de son orang-outang, Clyde et de son ami Orville, Philo part à la recherche de cette dernière. Poursuivis par une bande de motards hargneux et des policiers, le chemin de ce drôle de trio sera semé d'embûches.",110,Comédie,-, U.S.A.,,James Fargo,"3,2",,"Doux, Dur et Dingue",Every which way but loose
"Eric Judor,Ramzy Bedia,Marina Foïs",28 mars 2001,"Un soir, suspendus au 52ème étage de la Tour Montparnasse, Eric et Ramzy, deux laveurs de carreaux, ont pris du retard dans leur travail.Pendant ce temps, la jolie Stéphanie attend son oncle, le puissant PDG du Groupe Lanceval, et ses fils, les actionnaires principaux, pour un conseil d'administration nocturne qui va se révéler bien mouvementé. En effet, un commando surentraîné investit l'immeuble, contrôle tous les accès et prend la famille Lanceval en otage. Stéphanie est en fait l'organisatrice du coup monté et convoite la fortune de son oncle qui la méprise depuis toujours. Stéphanie et ses hommes n'attendent plus que la main de la chère mère, dont les empreintes vont permettre d'actionner le mécanisme d'ouverture du coffre.Cependant, nos deux compères sont restés au sommet de la Tour et risquent bien de faire capoter le plan machiavélique de la belle.",92,Comédie,Français, France,,Charles Nemes,"2,9","2,4",La Tour Montparnasse infernale,
"Jason Schwartzman,Bill Murray,Olivia Williams",29 juin 1999,"Les mésaventures de Max Fischer, élève de la Rushmore Academy. Personnage hors normes, génie fougueux et brouillon, Max ne peut fournir qu'un minimum d'efforts à ses études et s'est résigné à devenir l'un des pires cancres de son établissement. En dépit de ses échecs scolaires et des admonestations répétées de son directeur, Rushmore n'en reste pas moins à ses yeux un paradis et un sanctuaire idéal pour exercer en toute liberté son inlassable créativité.",93,"Comédie,Drame,Romance",-, U.S.A.,,Wes Anderson,"3,6","3,8",Rushmore,
"Joaquín Furriel,Griselda Siciliani,Gabriel Goity",27 mars 2024,"Sergio accumule les dettes et les problèmes de santé. Grâce à un coup du destin, il a une occasion de protéger sa famille… à condition de disparaître à jamais.",105,"Drame,Thriller",-, Argentine,,Sebastián Borensztein,"2,9",,Reposer en paix,Descansar en paz
